Year,Year Code,ICD Sub-Chapter,ICD Sub-Chapter Code,HHS Region,HHS Region Code,Ten-Year Age Groups,Ten-Year Age Groups Code,Gender,Gender Code,Deaths,Population,Crude Rate
2006.0,2006.0,Noninflammatory disorders of female genital tract,N80-N98,"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN",HHS4,85+ years,85+,Female,F,16.0,637191.0,Unreliable
2006.0,2006.0,Other maternal disorders predominantly related to pregnancy,O20-O29,"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN",HHS4,25-34 years,25-34,Female,F,11.0,3832045.0,Unreliable
2006.0,2006.0,Complications of labour and delivery,O60-O75,"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN",HHS4,25-34 years,25-34,Female,F,11.0,3832045.0,Unreliable
2006.0,2006.0,Complications predominantly related to the puerperium,O85-O92,"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN",HHS4,15-24 years,15-24,Female,F,11.0,3963218.0,Unreliable
2006.0,2006.0,Complications predominantly related to the puerperium,O85-O92,"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN",HHS4,25-34 years,25-34,Female,F,11.0,3832045.0,Unreliable
2006.0,2006.0,"Other obstetric conditions, not elsewhere classified",O95-O99,"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN",HHS4,15-24 years,15-24,Female,F,12.0,3963218.0,Unreliable
2006.0,2006.0,"Other obstetric conditions, not elsewhere classified",O95-O99,"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN",HHS4,25-34 years,25-34,Female,F,14.0,3832045.0,Unreliable
2006.0,2006.0,"Newborn affected by maternal factors and by complications of pregnancy, labour and delivery",P00-P04,"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN",HHS4,< 1 year,1,Female,F,275.0,383237.0,71.8
2006.0,2006.0,"Newborn affected by maternal factors and by complications of pregnancy, labour and delivery",P00-P04,"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN",HHS4,< 1 year,1,Male,M,358.0,399652.0,89.6
2006.0,2006.0,Disorders related to length of gestation and fetal growth,P05-P08,"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN",HHS4,< 1 year,1,Female,F,506.0,383237.0,132
2006.0,2006.0,Disorders related to length of gestation and fetal growth,P05-P08,"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN",HHS4,< 1 year,1,Male,M,684.0,399652.0,171.1
2006.0,2006.0,Respiratory and cardiovascular disorders specific to the perinatal period,P20-P29,"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN",HHS4,< 1 year,1,Female,F,346.0,383237.0,90.3
2006.0,2006.0,Respiratory and cardiovascular disorders specific to the perinatal period,P20-P29,"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN",HHS4,< 1 year,1,Male,M,487.0,399652.0,121.9
2006.0,2006.0,Infections specific to the perinatal period,P35-P39,"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN",HHS4,< 1 year,1,Female,F,125.0,383237.0,32.6
2006.0,2006.0,Infections specific to the perinatal period,P35-P39,"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN",HHS4,< 1 year,1,Male,M,140.0,399652.0,35
2006.0,2006.0,Haemorrhagic and haematological disorders of newborn,P50-P61,"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN",HHS4,< 1 year,1,Female,F,78.0,383237.0,20.4
2006.0,2006.0,Haemorrhagic and haematological disorders of newborn,P50-P61,"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN",HHS4,< 1 year,1,Male,M,91.0,399652.0,22.8
2006.0,2006.0,Digestive system disorders of newborn,P76-P78,"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN",HHS4,< 1 year,1,Female,F,89.0,383237.0,23.2
2006.0,2006.0,Digestive system disorders of newborn,P76-P78,"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN",HHS4,< 1 year,1,Male,M,101.0,399652.0,25.3
2006.0,2006.0,Conditions involving the integument and temperature regulation of newborn,P80-P83,"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN",HHS4,< 1 year,1,Female,F,12.0,383237.0,Unreliable
2006.0,2006.0,Conditions involving the integument and temperature regulation of newborn,P80-P83,"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN",HHS4,< 1 year,1,Male,M,15.0,399652.0,Unreliable
2006.0,2006.0,Other disorders originating in the perinatal period,P90-P96,"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN",HHS4,< 1 year,1,Female,F,24.0,383237.0,6.3
2006.0,2006.0,Other disorders originating in the perinatal period,P90-P96,"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN",HHS4,< 1 year,1,Male,M,31.0,399652.0,7.8
2006.0,2006.0,Congenital malformations of the nervous system,Q00-Q07,"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN",HHS4,< 1 year,1,Female,F,80.0,383237.0,20.9
2006.0,2006.0,Congenital malformations of the nervous system,Q00-Q07,"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN",HHS4,< 1 year,1,Male,M,76.0,399652.0,19
2006.0,2006.0,Congenital malformations of the nervous system,Q00-Q07,"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN",HHS4,1-4 years,4-Jan,Female,F,12.0,1485289.0,Unreliable
2006.0,2006.0,Congenital malformations of the nervous system,Q00-Q07,"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN",HHS4,1-4 years,4-Jan,Male,M,13.0,1547951.0,Unreliable
2006.0,2006.0,Congenital malformations of the nervous system,Q00-Q07,"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN",HHS4,5-14 years,14-May,Male,M,10.0,3937280.0,Unreliable
2006.0,2006.0,Congenital malformations of the nervous system,Q00-Q07,"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN",HHS4,25-34 years,25-34,Female,F,13.0,3832045.0,Unreliable
2006.0,2006.0,Congenital malformations of the nervous system,Q00-Q07,"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN",HHS4,35-44 years,35-44,Male,M,10.0,4186565.0,Unreliable
2006.0,2006.0,Congenital malformations of the circulatory system,Q20-Q28,"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN",HHS4,< 1 year,1,Female,F,175.0,383237.0,45.7
2006.0,2006.0,Congenital malformations of the circulatory system,Q20-Q28,"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN",HHS4,< 1 year,1,Male,M,204.0,399652.0,51
2006.0,2006.0,Congenital malformations of the circulatory system,Q20-Q28,"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN",HHS4,1-4 years,4-Jan,Female,F,20.0,1485289.0,1.3
2006.0,2006.0,Congenital malformations of the circulatory system,Q20-Q28,"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN",HHS4,1-4 years,4-Jan,Male,M,15.0,1547951.0,Unreliable
2006.0,2006.0,Congenital malformations of the circulatory system,Q20-Q28,"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN",HHS4,5-14 years,14-May,Male,M,13.0,3937280.0,Unreliable
2006.0,2006.0,Congenital malformations of the circulatory system,Q20-Q28,"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN",HHS4,15-24 years,15-24,Female,F,16.0,3963218.0,Unreliable
2006.0,2006.0,Congenital malformations of the circulatory system,Q20-Q28,"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN",HHS4,15-24 years,15-24,Male,M,26.0,4164161.0,0.6
2006.0,2006.0,Congenital malformations of the circulatory system,Q20-Q28,"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN",HHS4,25-34 years,25-34,Female,F,12.0,3832045.0,Unreliable
2006.0,2006.0,Congenital malformations of the circulatory system,Q20-Q28,"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN",HHS4,25-34 years,25-34,Male,M,23.0,3788384.0,0.6
2006.0,2006.0,Congenital malformations of the circulatory system,Q20-Q28,"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN",HHS4,35-44 years,35-44,Female,F,21.0,4277834.0,0.5
2006.0,2006.0,Congenital malformations of the circulatory system,Q20-Q28,"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN",HHS4,35-44 years,35-44,Male,M,28.0,4186565.0,0.7
2006.0,2006.0,Congenital malformations of the circulatory system,Q20-Q28,"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN",HHS4,45-54 years,45-54,Female,F,23.0,4285146.0,0.5
2006.0,2006.0,Congenital malformations of the circulatory system,Q20-Q28,"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN",HHS4,45-54 years,45-54,Male,M,35.0,4056716.0,0.9
2006.0,2006.0,Congenital malformations of the circulatory system,Q20-Q28,"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN",HHS4,55-64 years,55-64,Female,F,19.0,3413855.0,Unreliable
2006.0,2006.0,Congenital malformations of the circulatory system,Q20-Q28,"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN",HHS4,55-64 years,55-64,Male,M,27.0,3113372.0,0.9
2006.0,2006.0,Congenital malformations of the circulatory system,Q20-Q28,"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN",HHS4,65-74 years,65-74,Female,F,11.0,2271676.0,Unreliable
2006.0,2006.0,Congenital malformations of the circulatory system,Q20-Q28,"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN",HHS4,65-74 years,65-74,Male,M,17.0,1938369.0,Unreliable
2006.0,2006.0,Congenital malformations of the circulatory system,Q20-Q28,"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN",HHS4,75-84 years,75-84,Female,F,18.0,1595191.0,Unreliable
2006.0,2006.0,Congenital malformations of the circulatory system,Q20-Q28,"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN",HHS4,75-84 years,75-84,Male,M,12.0,1112635.0,Unreliable
2006.0,2006.0,Congenital malformations of the circulatory system,Q20-Q28,"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN",HHS4,85+ years,85+,Female,F,20.0,637191.0,3.1
2006.0,2006.0,Congenital malformations of the respiratory system,Q30-Q34,"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN",HHS4,< 1 year,1,Female,F,39.0,383237.0,10.2
2006.0,2006.0,Congenital malformations of the respiratory system,Q30-Q34,"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN",HHS4,< 1 year,1,Male,M,62.0,399652.0,15.5
2006.0,2006.0,Other congenital malformations of the digestive system,Q38-Q45,"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN",HHS4,< 1 year,1,Male,M,12.0,399652.0,Unreliable
2006.0,2006.0,Congenital malformations of the urinary system,Q60-Q64,"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN",HHS4,< 1 year,1,Female,F,39.0,383237.0,10.2
2006.0,2006.0,Congenital malformations of the urinary system,Q60-Q64,"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN",HHS4,< 1 year,1,Male,M,77.0,399652.0,19.3
2006.0,2006.0,Congenital malformations of the urinary system,Q60-Q64,"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN",HHS4,55-64 years,55-64,Female,F,12.0,3413855.0,Unreliable
2006.0,2006.0,Congenital malformations and deformations of the musculoskeletal system,Q65-Q79,"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN",HHS4,< 1 year,1,Female,F,52.0,383237.0,13.6
2006.0,2006.0,Congenital malformations and deformations of the musculoskeletal system,Q65-Q79,"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN",HHS4,< 1 year,1,Male,M,74.0,399652.0,18.5
2006.0,2006.0,Other congenital malformations,Q80-Q89,"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN",HHS4,< 1 year,1,Female,F,55.0,383237.0,14.4
2006.0,2006.0,Other congenital malformations,Q80-Q89,"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN",HHS4,< 1 year,1,Male,M,56.0,399652.0,14
2006.0,2006.0,Other congenital malformations,Q80-Q89,"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN",HHS4,1-4 years,4-Jan,Female,F,11.0,1485289.0,Unreliable
2006.0,2006.0,Other congenital malformations,Q80-Q89,"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN",HHS4,25-34 years,25-34,Male,M,11.0,3788384.0,Unreliable
2006.0,2006.0,Other congenital malformations,Q80-Q89,"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN",HHS4,45-54 years,45-54,Male,M,14.0,4056716.0,Unreliable
2006.0,2006.0,"Chromosomal abnormalities, not elsewhere classified",Q90-Q99,"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN",HHS4,< 1 year,1,Female,F,120.0,383237.0,31.3
2006.0,2006.0,"Chromosomal abnormalities, not elsewhere classified",Q90-Q99,"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN",HHS4,< 1 year,1,Male,M,99.0,399652.0,24.8
2006.0,2006.0,"Chromosomal abnormalities, not elsewhere classified",Q90-Q99,"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN",HHS4,45-54 years,45-54,Female,F,20.0,4285146.0,0.5
2006.0,2006.0,"Chromosomal abnormalities, not elsewhere classified",Q90-Q99,"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN",HHS4,45-54 years,45-54,Male,M,26.0,4056716.0,0.6
2006.0,2006.0,"Chromosomal abnormalities, not elsewhere classified",Q90-Q99,"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN",HHS4,55-64 years,55-64,Female,F,24.0,3413855.0,0.7
2006.0,2006.0,"Chromosomal abnormalities, not elsewhere classified",Q90-Q99,"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN",HHS4,55-64 years,55-64,Male,M,35.0,3113372.0,1.1
2006.0,2006.0,Symptoms and signs involving the circulatory and respiratory systems,R00-R09,"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN",HHS4,35-44 years,35-44,Female,F,13.0,4277834.0,Unreliable
2006.0,2006.0,Symptoms and signs involving the circulatory and respiratory systems,R00-R09,"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN",HHS4,35-44 years,35-44,Male,M,12.0,4186565.0,Unreliable
2006.0,2006.0,Symptoms and signs involving the circulatory and respiratory systems,R00-R09,"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN",HHS4,45-54 years,45-54,Female,F,25.0,4285146.0,0.6
2006.0,2006.0,Symptoms and signs involving the circulatory and respiratory systems,R00-R09,"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN",HHS4,45-54 years,45-54,Male,M,33.0,4056716.0,0.8
2006.0,2006.0,Symptoms and signs involving the circulatory and respiratory systems,R00-R09,"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN",HHS4,55-64 years,55-64,Female,F,48.0,3413855.0,1.4
2006.0,2006.0,Symptoms and signs involving the circulatory and respiratory systems,R00-R09,"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN",HHS4,55-64 years,55-64,Male,M,60.0,3113372.0,1.9
2006.0,2006.0,Symptoms and signs involving the circulatory and respiratory systems,R00-R09,"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN",HHS4,65-74 years,65-74,Female,F,66.0,2271676.0,2.9
2006.0,2006.0,Symptoms and signs involving the circulatory and respiratory systems,R00-R09,"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN",HHS4,65-74 years,65-74,Male,M,92.0,1938369.0,4.7
2006.0,2006.0,Symptoms and signs involving the circulatory and respiratory systems,R00-R09,"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN",HHS4,75-84 years,75-84,Female,F,158.0,1595191.0,9.9
2006.0,2006.0,Symptoms and signs involving the circulatory and respiratory systems,R00-R09,"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN",HHS4,75-84 years,75-84,Male,M,117.0,1112635.0,10.5
2006.0,2006.0,Symptoms and signs involving the circulatory and respiratory systems,R00-R09,"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN",HHS4,85+ years,85+,Female,F,265.0,637191.0,41.6
2006.0,2006.0,Symptoms and signs involving the circulatory and respiratory systems,R00-R09,"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN",HHS4,85+ years,85+,Male,M,106.0,290962.0,36.4
2006.0,2006.0,Symptoms and signs involving the digestive system and abdomen,R10-R19,"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN",HHS4,75-84 years,75-84,Female,F,14.0,1595191.0,Unreliable
2006.0,2006.0,Symptoms and signs involving the digestive system and abdomen,R10-R19,"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN",HHS4,85+ years,85+,Female,F,33.0,637191.0,5.2
2006.0,2006.0,General symptoms and signs,R50-R68,"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN",HHS4,15-24 years,15-24,Female,F,16.0,3963218.0,Unreliable
2006.0,2006.0,General symptoms and signs,R50-R68,"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN",HHS4,15-24 years,15-24,Male,M,28.0,4164161.0,0.7
2006.0,2006.0,General symptoms and signs,R50-R68,"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN",HHS4,25-34 years,25-34,Female,F,21.0,3832045.0,0.5
2006.0,2006.0,General symptoms and signs,R50-R68,"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN",HHS4,25-34 years,25-34,Male,M,32.0,3788384.0,0.8
2006.0,2006.0,General symptoms and signs,R50-R68,"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN",HHS4,35-44 years,35-44,Female,F,40.0,4277834.0,0.9
2006.0,2006.0,General symptoms and signs,R50-R68,"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN",HHS4,35-44 years,35-44,Male,M,61.0,4186565.0,1.5
2006.0,2006.0,General symptoms and signs,R50-R68,"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN",HHS4,45-54 years,45-54,Female,F,53.0,4285146.0,1.2
2006.0,2006.0,General symptoms and signs,R50-R68,"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN",HHS4,45-54 years,45-54,Male,M,75.0,4056716.0,1.8
2006.0,2006.0,General symptoms and signs,R50-R68,"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN",HHS4,55-64 years,55-64,Female,F,75.0,3413855.0,2.2
2006.0,2006.0,General symptoms and signs,R50-R68,"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN",HHS4,55-64 years,55-64,Male,M,103.0,3113372.0,3.3
2006.0,2006.0,General symptoms and signs,R50-R68,"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN",HHS4,65-74 years,65-74,Female,F,171.0,2271676.0,7.5
2006.0,2006.0,General symptoms and signs,R50-R68,"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN",HHS4,65-74 years,65-74,Male,M,193.0,1938369.0,10
2006.0,2006.0,General symptoms and signs,R50-R68,"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN",HHS4,75-84 years,75-84,Female,F,767.0,1595191.0,48.1
2006.0,2006.0,General symptoms and signs,R50-R68,"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN",HHS4,75-84 years,75-84,Male,M,525.0,1112635.0,47.2
2006.0,2006.0,General symptoms and signs,R50-R68,"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN",HHS4,85+ years,85+,Female,F,2532.0,637191.0,397.4
2006.0,2006.0,General symptoms and signs,R50-R68,"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN",HHS4,85+ years,85+,Male,M,917.0,290962.0,315.2
2006.0,2006.0,"Abnormal findings on diagnostic imaging and in function studies, without diagnosis",R90-R94,"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN",HHS4,75-84 years,75-84,Female,F,11.0,1595191.0,Unreliable
2006.0,2006.0,"Abnormal findings on diagnostic imaging and in function studies, without diagnosis",R90-R94,"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN",HHS4,75-84 years,75-84,Male,M,12.0,1112635.0,Unreliable
2006.0,2006.0,Ill-defined and unknown causes of mortality,R95-R99,"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN",HHS4,< 1 year,1,Female,F,362.0,383237.0,94.5
2006.0,2006.0,Ill-defined and unknown causes of mortality,R95-R99,"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN",HHS4,< 1 year,1,Male,M,492.0,399652.0,123.1
2006.0,2006.0,Ill-defined and unknown causes of mortality,R95-R99,"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN",HHS4,1-4 years,4-Jan,Female,F,21.0,1485289.0,1.4
2006.0,2006.0,Ill-defined and unknown causes of mortality,R95-R99,"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN",HHS4,1-4 years,4-Jan,Male,M,25.0,1547951.0,1.6
2006.0,2006.0,Ill-defined and unknown causes of mortality,R95-R99,"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN",HHS4,5-14 years,14-May,Male,M,11.0,3937280.0,Unreliable
2006.0,2006.0,Ill-defined and unknown causes of mortality,R95-R99,"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN",HHS4,15-24 years,15-24,Female,F,30.0,3963218.0,0.8
2006.0,2006.0,Ill-defined and unknown causes of mortality,R95-R99,"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN",HHS4,15-24 years,15-24,Male,M,64.0,4164161.0,1.5
2006.0,2006.0,Ill-defined and unknown causes of mortality,R95-R99,"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN",HHS4,25-34 years,25-34,Female,F,55.0,3832045.0,1.4
2006.0,2006.0,Ill-defined and unknown causes of mortality,R95-R99,"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN",HHS4,25-34 years,25-34,Male,M,105.0,3788384.0,2.8
2006.0,2006.0,Ill-defined and unknown causes of mortality,R95-R99,"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN",HHS4,35-44 years,35-44,Female,F,102.0,4277834.0,2.4
2006.0,2006.0,Ill-defined and unknown causes of mortality,R95-R99,"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN",HHS4,35-44 years,35-44,Male,M,140.0,4186565.0,3.3
2006.0,2006.0,Ill-defined and unknown causes of mortality,R95-R99,"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN",HHS4,45-54 years,45-54,Female,F,126.0,4285146.0,2.9
2006.0,2006.0,Ill-defined and unknown causes of mortality,R95-R99,"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN",HHS4,45-54 years,45-54,Male,M,226.0,4056716.0,5.6
2006.0,2006.0,Ill-defined and unknown causes of mortality,R95-R99,"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN",HHS4,55-64 years,55-64,Female,F,95.0,3413855.0,2.8
2006.0,2006.0,Ill-defined and unknown causes of mortality,R95-R99,"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN",HHS4,55-64 years,55-64,Male,M,178.0,3113372.0,5.7
2006.0,2006.0,Ill-defined and unknown causes of mortality,R95-R99,"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN",HHS4,65-74 years,65-74,Female,F,91.0,2271676.0,4
2006.0,2006.0,Ill-defined and unknown causes of mortality,R95-R99,"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN",HHS4,65-74 years,65-74,Male,M,136.0,1938369.0,7
2006.0,2006.0,Ill-defined and unknown causes of mortality,R95-R99,"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN",HHS4,75-84 years,75-84,Female,F,183.0,1595191.0,11.5
2006.0,2006.0,Ill-defined and unknown causes of mortality,R95-R99,"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN",HHS4,75-84 years,75-84,Male,M,190.0,1112635.0,17.1
2006.0,2006.0,Ill-defined and unknown causes of mortality,R95-R99,"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN",HHS4,85+ years,85+,Female,F,385.0,637191.0,60.4
2006.0,2006.0,Ill-defined and unknown causes of mortality,R95-R99,"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN",HHS4,85+ years,85+,Male,M,145.0,290962.0,49.8
2006.0,2006.0,Transport accidents,V01-V99,"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN",HHS4,< 1 year,1,Female,F,17.0,383237.0,Unreliable
2006.0,2006.0,Transport accidents,V01-V99,"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN",HHS4,< 1 year,1,Male,M,13.0,399652.0,Unreliable
2006.0,2006.0,Transport accidents,V01-V99,"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN",HHS4,1-4 years,4-Jan,Female,F,71.0,1485289.0,4.8
2006.0,2006.0,Transport accidents,V01-V99,"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN",HHS4,1-4 years,4-Jan,Male,M,100.0,1547951.0,6.5
2006.0,2006.0,Transport accidents,V01-V99,"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN",HHS4,5-14 years,14-May,Female,F,160.0,3759155.0,4.3
2006.0,2006.0,Transport accidents,V01-V99,"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN",HHS4,5-14 years,14-May,Male,M,213.0,3937280.0,5.4
2006.0,2006.0,Transport accidents,V01-V99,"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN",HHS4,15-24 years,15-24,Female,F,786.0,3963218.0,19.8
2006.0,2006.0,Transport accidents,V01-V99,"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN",HHS4,15-24 years,15-24,Male,M,2234.0,4164161.0,53.6
2006.0,2006.0,Transport accidents,V01-V99,"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN",HHS4,25-34 years,25-34,Female,F,515.0,3832045.0,13.4
2006.0,2006.0,Transport accidents,V01-V99,"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN",HHS4,25-34 years,25-34,Male,M,1661.0,3788384.0,43.8
2006.0,2006.0,Transport accidents,V01-V99,"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN",HHS4,35-44 years,35-44,Female,F,603.0,4277834.0,14.1
2006.0,2006.0,Transport accidents,V01-V99,"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN",HHS4,35-44 years,35-44,Male,M,1441.0,4186565.0,34.4
2006.0,2006.0,Transport accidents,V01-V99,"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN",HHS4,45-54 years,45-54,Female,F,512.0,4285146.0,11.9
2006.0,2006.0,Transport accidents,V01-V99,"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN",HHS4,45-54 years,45-54,Male,M,1427.0,4056716.0,35.2
2006.0,2006.0,Transport accidents,V01-V99,"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN",HHS4,55-64 years,55-64,Female,F,378.0,3413855.0,11.1
2006.0,2006.0,Transport accidents,V01-V99,"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN",HHS4,55-64 years,55-64,Male,M,880.0,3113372.0,28.3
2006.0,2006.0,Transport accidents,V01-V99,"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN",HHS4,65-74 years,65-74,Female,F,298.0,2271676.0,13.1
2006.0,2006.0,Transport accidents,V01-V99,"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN",HHS4,65-74 years,65-74,Male,M,566.0,1938369.0,29.2
2006.0,2006.0,Transport accidents,V01-V99,"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN",HHS4,75-84 years,75-84,Female,F,324.0,1595191.0,20.3
